OrderYear,OrderMonth,IsWeekendOrder,Quantity,UnitPrice,TotalPrice,ItemsInCart,CartFillRatio,HasCoupon,Product_Chair,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,CouponCode_FREESHIP,CouponCode_NoCoupon,CouponCode_SAVE10,CouponCode_WINTER15,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,OrderStatus,IsCancelled,IsReturned,IsCancelledOrReturned
2025,4,0,4,662.94,2651.76,8,0.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,Cancelled,1,0,1
2023,8,0,2,148.22,296.44,7,0.286,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Delivered,0,0,0
2025,4,1,1,254.12,254.12,1,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Delivered,0,0,0
2024,3,1,3,664.46,1993.38,4,0.75,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Delivered,0,0,0
2024,4,0,4,600.81,2403.24,9,0.444,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Delivered,0,0,0
2025,2,1,5,68.34,341.7,6,0.833,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Pending,0,0,0
2025,6,1,4,430.83,1723.32,8,0.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Pending,0,0,0
2023,8,1,5,431.69,2158.45,10,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Pending,0,0,0
2024,4,0,4,512.06,2048.24,5,0.8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Delivered,0,0,0
2024,11,1,3,539.91,1619.73,8,0.375,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,Delivered,0,0,0
2023,3,1,5,316.07,1580.35,10,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Returned,0,1,1
2024,8,1,5,404.39,2021.95,10,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Shipped,0,0,0
2025,3,0,1,600.54,600.54,4,0.25,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Pending,0,0,0
2024,4,0,5,186.28,931.4,8,0.625,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Delivered,0,0,0
2024,4,0,4,214.54,858.16,7,0.571,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Cancelled,1,0,1
2025,2,1,1,210.7,210.7,2,0.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Shipped,0,0,0
2023,12,0,2,133.55,267.1,7,0.286,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Pending,0,0,0
2023,2,0,1,590.87,590.87,6,0.167,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Returned,0,1,1
2025,3,1,2,363.91,727.82,2,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Shipped,0,0,0
2023,7,0,5,429.45,2147.25,5,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,Cancelled,1,0,1
2024,8,1,3,223.7,671.0999999999999,3,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Returned,0,1,1
2025,3,1,2,488.87,977.74,4,0.5,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Cancelled,1,0,1
2023,8,0,1,645.46,645.46,5,0.2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Cancelled,1,0,1
2023,7,0,1,46.66,46.66,6,0.167,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Cancelled,1,0,1
2024,6,1,1,249.57,249.57,3,0.333,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Shipped,0,0,0
2024,4,0,3,619.21,1857.63,6,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Cancelled,1,0,1
2025,1,0,4,217.13,868.52,8,0.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Delivered,0,0,0
2023,8,1,5,221.51,1107.55,5,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Returned,0,1,1
2024,6,0,4,340.3,1361.2,8,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Cancelled,1,0,1
2025,1,0,1,625.0,625.0,5,0.2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Returned,0,1,1
2025,6,1,5,433.26,2166.3,9,0.556,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Delivered,0,0,0
2023,6,1,2,674.9,1349.8,4,0.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Shipped,0,0,0
2025,2,0,3,253.98,761.9399999999999,3,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Cancelled,1,0,1
2025,1,0,3,356.84,1070.52,5,0.6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Shipped,0,0,0
2023,9,0,4,413.71,1654.84,9,0.444,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Cancelled,1,0,1
2023,3,1,3,147.39,442.17,3,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Returned,0,1,1
2024,4,0,4,229.1,916.4,8,0.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,Returned,0,1,1
2025,3,0,1,121.96,121.96,3,0.333,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Delivered,0,0,0
2024,10,0,2,408.32,816.64,3,0.667,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Shipped,0,0,0
2023,8,0,5,187.97,939.85,9,0.556,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Returned,0,1,1
2024,12,0,3,358.48,1075.44,7,0.429,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Delivered,0,0,0
2025,1,0,3,193.58,580.74,7,0.429,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Pending,0,0,0
2023,6,0,1,265.38,265.38,6,0.167,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,Cancelled,1,0,1
2023,4,0,1,634.4,634.4,6,0.167,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Cancelled,1,0,1
2024,8,0,4,305.72,1222.88,5,0.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Delivered,0,0,0
2023,8,0,1,303.6,303.6,5,0.2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Shipped,0,0,0
2025,4,0,4,496.0,1984.0,8,0.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Cancelled,1,0,1
2024,5,0,4,321.51,1286.04,9,0.444,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Returned,0,1,1
2023,4,0,3,112.46,337.38,6,0.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Shipped,0,0,0
2025,5,0,5,61.97,309.85,6,0.833,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Delivered,0,0,0
2023,7,0,2,373.17,746.34,6,0.333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Pending,0,0,0
2024,2,0,5,639.37,3196.85,6,0.833,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Pending,0,0,0
2023,5,0,4,693.36,2773.44,8,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Shipped,0,0,0
2024,9,0,4,692.91,2771.64,9,0.444,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,Pending,0,0,0
2023,9,1,4,91.46,365.84,9,0.444,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Cancelled,1,0,1
2024,3,0,3,273.96,821.8799999999999,8,0.375,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Returned,0,1,1
2025,6,0,3,588.05,1764.15,8,0.375,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Delivered,0,0,0
2023,11,0,2,365.17,730.34,4,0.5,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Cancelled,1,0,1
2023,5,0,4,385.92,1543.68,8,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Cancelled,1,0,1
2025,3,0,1,562.61,562.61,3,0.333,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Delivered,0,0,0
2023,12,1,4,61.91,247.64,6,0.667,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,Delivered,0,0,0
2023,11,1,4,41.9,167.6,9,0.444,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Pending,0,0,0
2023,5,0,4,444.44,1777.76,8,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Cancelled,1,0,1
2024,8,1,3,311.33,933.99,3,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Cancelled,1,0,1
2024,11,0,4,236.41,945.64,7,0.571,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Pending,0,0,0
2023,2,0,1,65.45,65.45,2,0.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Pending,0,0,0
2023,1,1,1,318.81,318.81,3,0.333,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Pending,0,0,0
2024,3,0,3,583.72,1751.16,5,0.6,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Shipped,0,0,0
2024,12,0,4,384.32,1537.28,6,0.667,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Pending,0,0,0
2024,12,0,3,538.74,1616.22,6,0.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Shipped,0,0,0
2023,7,0,1,17.24,17.24,2,0.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Pending,0,0,0
2023,5,0,5,615.67,3078.35,6,0.833,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Pending,0,0,0
2023,5,0,2,219.1,438.2,4,0.5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Pending,0,0,0
2025,5,0,2,144.66,289.32,7,0.286,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Cancelled,1,0,1
2023,2,0,2,317.77,635.54,4,0.5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Cancelled,1,0,1
2025,4,1,1,223.3,223.3,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Returned,0,1,1
2024,8,0,2,342.11,684.22,2,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Shipped,0,0,0
2023,7,0,2,220.9,441.8,4,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,Shipped,0,0,0
2023,7,1,1,670.54,670.54,6,0.167,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Shipped,0,0,0
2024,2,0,1,546.19,546.19,5,0.2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Pending,0,0,0
2023,4,0,3,42.95,128.85,8,0.375,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Returned,0,1,1
2025,5,0,4,14.69,58.76,9,0.444,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Cancelled,1,0,1
2024,9,0,4,668.36,2673.44,5,0.8,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Cancelled,1,0,1
2024,3,1,4,413.74,1654.96,7,0.571,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Returned,0,1,1
2023,12,0,3,263.19,789.5699999999999,5,0.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Delivered,0,0,0
2024,5,0,1,263.96,263.96,2,0.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Returned,0,1,1
2025,6,0,5,75.81,379.05,10,0.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Returned,0,1,1
2024,4,0,1,406.22,406.22,5,0.2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Cancelled,1,0,1
2024,2,0,2,103.41,206.82,2,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Shipped,0,0,0
2023,6,1,4,435.12,1740.48,9,0.444,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,Delivered,0,0,0
2023,5,0,2,407.79,815.58,3,0.667,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Shipped,0,0,0
2025,5,0,5,173.65,868.25,9,0.556,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Delivered,0,0,0
2023,1,0,4,249.07,996.28,5,0.8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Returned,0,1,1
2023,3,1,4,434.85,1739.4,4,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Pending,0,0,0
2024,8,1,1,436.77,436.77,5,0.2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Returned,0,1,1
2023,12,0,1,572.13,572.13,4,0.25,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Cancelled,1,0,1
2024,6,1,4,583.07,2332.28,6,0.667,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Cancelled,1,0,1
2025,4,0,5,468.51,2342.55,9,0.556,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,Delivered,0,0,0
2023,8,0,2,423.88,847.76,7,0.286,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Delivered,0,0,0
2023,11,1,4,663.67,2654.68,7,0.571,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Pending,0,0,0
2023,6,1,4,309.91,1239.64,5,0.8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Shipped,0,0,0
2023,3,0,1,542.07,542.07,6,0.167,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Shipped,0,0,0
2023,9,0,2,399.32,798.64,6,0.333,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Pending,0,0,0
2024,10,1,2,238.25,476.5,7,0.286,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Cancelled,1,0,1
2023,2,1,2,182.4,364.8,5,0.4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Cancelled,1,0,1
2023,11,1,2,65.07,130.14,4,0.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Cancelled,1,0,1
2025,3,1,2,600.57,1201.14,3,0.667,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Returned,0,1,1
2024,9,0,5,90.92,454.6,9,0.556,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Delivered,0,0,0
2024,11,0,5,362.46,1812.3,6,0.833,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Delivered,0,0,0
2023,10,0,3,55.01,165.03,7,0.429,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Pending,0,0,0
2023,3,0,3,404.62,1213.86,6,0.5,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Delivered,0,0,0
2023,7,0,4,654.79,2619.16,9,0.444,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Pending,0,0,0
2025,4,0,4,637.79,2551.16,9,0.444,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Cancelled,1,0,1
2025,2,0,4,540.33,2161.32,6,0.667,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Shipped,0,0,0
2023,2,0,5,208.17,1040.85,6,0.833,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Returned,0,1,1
2025,6,0,1,338.31,338.31,3,0.333,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Delivered,0,0,0
2025,4,0,3,139.45,418.35,8,0.375,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Returned,0,1,1
2023,11,0,4,655.18,2620.72,5,0.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Shipped,0,0,0
2023,3,1,4,512.75,2051.0,8,0.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Returned,0,1,1
2023,7,0,4,160.49,641.96,8,0.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Shipped,0,0,0
2023,5,0,3,99.9,299.7,8,0.375,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Delivered,0,0,0
2024,5,1,2,345.01,690.02,6,0.333,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Delivered,0,0,0
2025,1,0,1,65.95,65.95,5,0.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Delivered,0,0,0
2023,2,0,4,463.04,1852.16,9,0.444,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Returned,0,1,1
2025,4,0,2,297.71,595.42,7,0.286,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Shipped,0,0,0
2023,1,0,5,107.48,537.4,9,0.556,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Cancelled,1,0,1
2024,6,0,5,638.8,3194.0,10,0.5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Cancelled,1,0,1
2023,2,0,2,493.88,987.76,7,0.286,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,Returned,0,1,1
2023,12,0,4,301.17,1204.68,6,0.667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,Cancelled,1,0,1
2024,1,1,1,278.66,278.66,2,0.5,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Cancelled,1,0,1
2024,9,0,1,287.46,287.46,3,0.333,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Returned,0,1,1
2023,5,0,1,583.99,583.99,2,0.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Cancelled,1,0,1
2023,5,0,3,468.74,1406.22,4,0.75,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Pending,0,0,0
2024,12,1,1,30.54,30.54,1,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Returned,0,1,1
2024,10,0,5,408.73,2043.65,10,0.5,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Delivered,0,0,0
2023,11,1,4,126.89,507.56,9,0.444,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Pending,0,0,0
2024,6,0,2,57.07,114.14,3,0.667,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,Returned,0,1,1
2023,7,1,3,557.41,1672.23,4,0.75,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,Delivered,0,0,0
2023,12,0,3,448.9,1346.7,7,0.429,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,Returned,0,1,1
2023,10,0,4,549.76,2199.04,4,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Delivered,0,0,0
2024,2,1,3,132.48,397.4399999999999,4,0.75,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Shipped,0,0,0
2025,5,1,5,489.37,2446.85,8,0.625,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Returned,0,1,1
2025,5,1,5,66.31,331.55,7,0.714,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Pending,0,0,0
2023,7,1,2,434.3,868.6,7,0.286,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,Delivered,0,0,0
2023,10,0,4,153.09,612.36,4,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Delivered,0,0,0
2025,5,0,5,91.67,458.35,9,0.556,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Cancelled,1,0,1
2023,10,0,4,275.28,1101.12,9,0.444,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Shipped,0,0,0
2023,4,0,2,139.95,279.9,5,0.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Returned,0,1,1
2024,7,1,3,148.72,446.16,7,0.429,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Cancelled,1,0,1
2023,12,1,2,563.06,1126.12,6,0.333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Returned,0,1,1
2024,12,0,1,625.51,625.51,1,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Shipped,0,0,0
2023,8,0,4,152.29,609.16,6,0.667,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Cancelled,1,0,1
2024,6,0,5,231.82,1159.1,6,0.833,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Delivered,0,0,0
2025,1,1,1,150.17,150.17,1,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Returned,0,1,1
2024,6,0,3,70.93,212.79,5,0.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Returned,0,1,1
2023,6,0,3,361.39,1084.17,8,0.375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Shipped,0,0,0
2024,7,0,5,670.48,3352.4,5,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Returned,0,1,1
2023,7,0,1,359.99,359.99,5,0.2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Cancelled,1,0,1
2023,2,0,5,674.04,3370.2,7,0.714,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Cancelled,1,0,1
2024,12,0,4,283.16,1132.64,6,0.667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Shipped,0,0,0
2024,6,1,5,260.53,1302.65,5,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Pending,0,0,0
2023,4,1,3,422.13,1266.39,7,0.429,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Delivered,0,0,0
2024,7,0,5,125.02,625.1,9,0.556,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Pending,0,0,0
2024,4,0,1,198.51,198.51,5,0.2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Returned,0,1,1
2024,3,0,4,224.75,899.0,7,0.571,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Delivered,0,0,0
2025,3,0,3,205.86,617.58,4,0.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,Shipped,0,0,0
2023,12,0,1,18.2,18.2,4,0.25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,Pending,0,0,0
2023,5,0,3,502.77,1508.31,8,0.375,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Returned,0,1,1
2023,11,0,5,305.49,1527.45,10,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Shipped,0,0,0
2024,4,0,2,236.33,472.66,3,0.667,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Pending,0,0,0
2023,4,1,5,521.25,2606.25,8,0.625,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Cancelled,1,0,1
2024,9,0,1,167.15,167.15,5,0.2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,Shipped,0,0,0
2025,6,0,5,466.42,2332.1,5,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Returned,0,1,1
2023,2,1,1,527.57,527.57,3,0.333,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Pending,0,0,0
